Ticker,Date,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
SABR,2020-04-10 10:21:58.154004,-,12.07,0.58,0.60%,292.26M,52.84%,2.05B,12.09,0.58,-4.40%,272.48M,-23.75%,160.40M,0.86,-0.18,-,2.94%,-69.22%,3.98B,0.51,-47.90%,0.13%,1.48,-66.98%,3.44,2.03,184.10%,2.80%,6.50,-68.01%,1.49,4.69,14.10%,16.90%,3.30 - 25.44,-68.81%,0.56,6.60,8.20%,7.70%,-72.48%,1.79,8.00%,1.10,8.60%,25.70%,112.12%,1.16,9250,1.10,1.90%,9.10%,43.91,14.68% 20.91%,Yes,3.57,-80.80%,4.00%,2.39,6.27,Yes,3.47,Feb 26 BMO,96.90%,5.43M,7.00,3.20,23.75%,-47.06%,-65.70%,"12,966,212",11.64%
 SAEX,2020-04-10 10:22:06.345368,-,-,-4.72,12.01%,4.30M,8.70%,5.37M,-,-,0.00%,3.12M,-4.58%,-35.80M,-,-,44.00%,21.09%,-55.20%,235.50M,0.02,62.90%,-,3.05,-20.39%,-4.48,-,-,-27.30%,580.50,-67.95%,-,-,-,145.30%,0.95 - 4.47,-58.88%,-,-,-,-62.80%,-72.04%,3.27,-,1.70,-16.60%,14.30%,31.58%,0.25,576,1.70,55.30%,-5.80%,43.54,20.61% 20.82%,No,-,80.50%,-15.20%,1.09,1.31,Yes,-,May 11 AMC,-,215.54K,1.25,-,5.20%,-34.30%,-47.23%,"234,502",-4.58%
 SAFM,2020-04-10 10:22:30.082832,-,83.37,1.45,4.90%,22.82M,10.60%,2.76B,11.10,10.91,0.00%,19.95M,-1.98%,31.50M,1.06,0.19,94.00%,10.42%,-28.25%,3.52B,0.78,134.10%,0.24%,4.02,-15.90%,62.43,1.94,333.72%,-,160.15,-8.95%,2.78,43.57,78.80%,-,102.13 - 179.45,-31.31%,1.28,-,-25.90%,3.90%,-32.54%,0.69,1.06%,1.50,4.40%,7.00%,18.53%,9.52,1947,2.90,10.70%,-,49.18,5.39% 9.14%,Yes,0.12,-118.40%,-,0.42,119.50,Yes,0.12,Feb 27 BMO,-,517.10K,121.05,2.40,1.21%,-5.25%,-16.76%,"217,919",1.30%
 SAFT,2020-04-10 10:22:50.558019,-,13.00,6.46,1.60%,15.94M,5.08%,1.34B,18.67,4.50,14.38%,14.66M,11.86%,99.10M,0.87,-,84.00%,1.40%,-10.56%,876.70M,1.53,19.00%,0.13%,3.03,-14.56%,53.11,1.58,-10.00%,5.00%,70.00,-7.45%,2.79,30.16,15.00%,12.60%,65.45 - 103.96,-9.21%,3.60,26.68,10.60%,12.10%,-19.19%,0.51,4.29%,-,2.40%,-,28.36%,5.63,609,-,10.60%,13.90%,54.78,5.48% 7.82%,Yes,0.00,52.50%,11.30%,0.83,78.36,Yes,0.00,Feb 26 AMC,52.20%,67.59K,84.01,-,10.00%,0.30%,-10.37%,"56,034",7.21%
 SAGE,2020-04-10 10:23:10.194486,-,-,-13.39,0.40%,53.51M,8.52%,1.55B,-,-11.22,17.90%,50.97M,-31.37%,-680.20M,-,-3.22,-,13.15%,-61.86%,6.90M,225.13,-65.50%,0.00%,6.11,-78.86%,18.22,1.59,14.10%,-54.10%,83.53,-83.02%,18.85,1.54,13.10%,-59.80%,25.01 - 193.56,-59.79%,-,-,-51.60%,-75.00%,-85.00%,2.74,-,9.20,-,94.20%,16.07%,3.24,675,9.20,566.70%,-,35.09,7.28% 10.99%,Yes,0.00,3.70%,-,1.48,30.01,Yes,0.00,Feb 27 BMO,-,1.10M,29.03,1.80,-1.26%,-40.38%,-74.81%,"1,627,427",-3.27%
 SAIA,2020-04-10 10:23:27.050098,-,19.36,4.30,0.40%,25.90M,29.85%,2.16B,14.77,5.64,-48.36%,25.82M,14.56%,113.70M,1.29,0.85,-,7.42%,-8.73%,1.79B,1.21,7.70%,0.24%,5.40,-9.05%,31.35,2.66,21.72%,8.40%,95.00,32.01%,0.01,10792.53,14.99%,14.80%,56.35 - 107.00,-10.50%,-,-,16.10%,12.60%,-22.11%,0.98,-,1.00,7.00%,73.70%,47.91%,6.79,10400,1.00,8.90%,8.50%,57.06,6.16% 10.80%,Yes,0.17,-16.60%,6.40%,0.79,80.06,Yes,0.14,May 04 BMO,0.00%,354.71K,83.34,2.40,16.02%,-0.24%,-3.30%,"279,243",4.10%
 SAL,2020-04-10 10:23:45.115934,-,8.67,3.93,2.80%,2.83M,16.99%,96.50M,9.61,3.55,0.00%,2.46M,-16.97%,11.00M,-,0.84,12.50%,0.06%,-21.70%,43.40M,2.22,25.30%,-0.84%,0.39,-14.26%,40.81,0.84,8.73%,1.00%,31.50,-20.70%,10.92,3.12,-,10.00%,24.58 - 49.85,-25.33%,1.16,10.72,24.40%,24.50%,-31.59%,0.72,3.40%,-,13.70%,-,38.71%,2.69,173,-,-0.90%,76.30%,50.69,10.29% 8.19%,No,0.10,16.90%,25.30%,0.60,35.30,Yes,0.10,Apr 24,28.40%,4.01K,34.10,2.00,10.69%,-11.92%,-14.66%,"2,418",-3.40%
 SALM,2020-04-10 10:24:04.945480,-,-,-1.05,21.20%,26.58M,13.07%,23.66M,4.24,0.21,18.98%,12.64M,-23.53%,-27.80M,-,-0.02,23.00%,2.19%,-42.95%,253.90M,0.09,-761.50%,-0.13%,3.78,-39.86%,7.11,0.13,82.61%,-4.70%,3.13,-62.45%,0.00,-,7.00%,-13.60%,0.65 - 2.50,-38.19%,0.18,2.11,-47.60%,-2.50%,-64.40%,1.66,20.22%,0.80,-1.00%,20.20%,36.92%,0.16,1133,0.80,-3.90%,-2.60%,43.77,15.38% 20.53%,No,1.21,-44.70%,-11.00%,1.54,0.80,Yes,1.14,Mar 12 AMC,-,73.29K,0.89,1.50,-0.74%,-22.48%,-42.55%,"112,760",10.94%
 SAMA,2020-04-10 10:24:23.831721,-,-,-0.10,19.63%,16.25M,0.15%,164.78M,-,-,0.00%,-,-0.10%,-,-,-,6.77%,-,1.10%,-,-,-,-,0.01,4.54%,1.36,7.48,-,-,-,-,-,-,-,-,9.61 - 10.33,0.30%,-,-,-,-,-1.84%,-,-,-,-,-,5.52%,0.06,-,-,-,-,54.86,0.04% 0.50%,No,-,-,-,0.12,10.16,No,-,-,-,104.08K,10.14,-,0.58%,0.27%,1.85%,"12,501",-0.20%
 SAMG,2020-04-10 10:24:58.943079,-,9.65,0.98,0.20%,14.54M,3.39%,137.40M,5.59,1.69,0.00%,7.03M,-2.58%,8.60M,0.60,0.37,69.00%,0.65%,-27.59%,102.20M,1.34,-15.30%,0.01%,2.27,-27.31%,7.06,1.34,17.36%,4.80%,17.00,-32.88%,3.63,2.60,16.00%,14.30%,6.21 - 15.45,-24.88%,0.64,14.17,9.40%,16.80%,-38.83%,0.71,6.77%,-,8.00%,-,52.17%,1.16,139,-,12.10%,18.40%,48.55,10.27% 16.90%,No,0.25,-23.90%,8.50%,2.97,9.50,Yes,0.25,Mar 12 BMO,61.30%,20.04K,9.45,-,4.74%,-12.50%,-24.03%,"59,432",-0.53%
 SANM,2020-04-10 10:25:17.703726,-,13.73,1.97,2.20%,72.14M,11.92%,1.95B,8.58,3.15,-23.15%,68.78M,13.19%,141.90M,-,0.62,96.50%,2.40%,-20.61%,7.89B,0.25,110.60%,0.17%,3.02,-9.53%,23.93,1.13,11.93%,3.60%,29.33,-13.44%,5.97,4.53,-1.50%,8.70%,18.34 - 34.96,-21.03%,-,5.47,-2.80%,9.00%,-22.65%,1.12,-,1.30,5.80%,7.30%,47.44%,2.11,43000,1.80,-15.90%,3.40%,54.75,6.49% 9.34%,Yes,0.23,-1.30%,1.80%,0.79,26.72,Yes,0.20,Apr 27 AMC,0.00%,546.62K,27.04,2.70,13.99%,0.61%,-11.20%,"433,895",1.20%
 SANW,2020-04-10 10:25:38.077855,-,-,-0.55,2.40%,33.38M,-1.00%,66.43M,-,-0.29,15.76%,32.11M,-18.78%,-18.20M,-,-0.11,78.40%,0.05%,-7.01%,89.60M,0.74,-375.80%,-,1.19,-13.10%,2.67,0.75,39.60%,-11.50%,5.33,-22.57%,0.07,27.68,15.00%,-18.80%,1.75 - 3.13,-5.24%,-,2.08,-63.60%,-3.90%,-36.42%,0.56,-,0.30,16.30%,40.00%,13.71%,0.18,122,1.90,-33.30%,-15.50%,43.80,5.15% 8.93%,Yes,0.34,-110.90%,-20.20%,1.41,2.01,Yes,0.13,May 13 BMO,-,12.23K,1.99,1.70,-2.58%,-13.71%,-17.03%,"17,235",-0.75%
 SASR,2020-04-10 10:26:25.849563,-,7.47,3.25,2.10%,50.60M,12.78%,1.23B,6.68,3.63,2.04%,34.10M,-4.60%,116.40M,1.08,0.79,80.50%,5.95%,-35.45%,347.90M,3.53,15.00%,0.07%,9.06,-26.22%,31.74,0.76,9.53%,1.40%,38.83,-25.74%,2.89,8.40,6.90%,10.40%,18.00 - 38.45,-35.96%,1.20,23.38,16.40%,16.70%,-36.91%,1.14,4.95%,-,18.60%,-,34.78%,1.95,932,-,-0.20%,74.90%,49.69,7.49% 8.89%,Yes,0.18,11.20%,33.50%,1.27,22.23,Yes,0.18,Apr 23 BMO,36.30%,223.83K,24.26,2.20,10.95%,-15.81%,-27.76%,"284,314",9.13%
 SATS,2020-04-10 10:26:45.997414,-,-,-1.05,0.20%,100.14M,7.90%,3.24B,-,-0.95,-35.68%,47.83M,1.79%,-102.30M,-,-0.13,93.10%,7.39%,-23.76%,1.89B,1.72,24.10%,0.01%,6.38,-9.56%,37.57,0.86,-30.10%,-0.80%,53.00,2.25%,24.57,1.32,5.00%,-1.60%,25.23 - 45.15,-25.26%,-,13.64,-21.00%,0.90%,-28.31%,0.84,-,5.60,-11.40%,58.30%,28.28%,2.26,2300,5.70,9.90%,3.90%,49.70,5.62% 7.79%,Yes,0.65,64.60%,-3.30%,0.66,32.86,Yes,0.65,Feb 20 BMO,-,554.60K,32.37,2.00,5.22%,-7.13%,-13.97%,"366,179",-1.49%
 SAVA,2020-04-10 10:27:06.376437,-,-,-0.27,7.10%,24.83M,-0.21%,119.43M,-,-0.87,53.96%,21.25M,13.44%,-4.60M,-,-,19.60%,5.17%,-39.34%,-,-,56.70%,0.27%,0.73,297.52%,1.22,3.94,-769.20%,-23.10%,9.00,311.11%,0.93,5.17,-,-24.40%,1.00 - 10.95,-7.50%,-,-,32.60%,-,-56.07%,2.69,-,16.80,-,-,381.00%,0.64,9,16.80,-,-,48.32,11.37% 16.93%,Yes,0.00,-112.50%,-,0.40,5.04,Yes,0.00,Apr 27 BMO,-,1.50M,4.81,2.00,13.89%,-18.31%,51.15%,"606,441",-4.56%
 SBAC,2020-04-10 10:27:26.848783,S&P 500,238.36,1.28,0.60%,116.22M,11.23%,35.54B,105.34,2.90,-30.03%,110.50M,11.33%,147.00M,-,0.43,96.00%,1.98%,26.79%,2.01B,17.64,260.60%,0.02%,2.35,28.15%,-32.66,-,35.84%,1.60%,305.69,50.99%,-,-,-,-4.20%,193.91 - 309.85,26.90%,1.86,45.90,54.50%,8.10%,-1.30%,0.38,0.61%,0.30,5.70%,75.50%,57.71%,20.15,1475,0.30,6.20%,28.90%,60.89,6.04% 8.55%,Yes,-,38.30%,7.30%,1.47,302.06,Yes,-,Feb 20 AMC,56.70%,932.17K,305.81,2.10,16.64%,12.77%,22.51%,"1,367,561",1.24%
 SBBP,2020-04-10 10:27:45.837544,-,-,-0.91,14.48%,60.17M,-0.52%,115.53M,-,-0.40,0.00%,45.31M,-17.24%,-49.50M,-,-0.22,68.00%,1.07%,-13.90%,21.70M,5.32,-242.50%,8.90%,1.06,-10.70%,1.33,1.44,39.40%,-37.40%,6.64,-59.15%,1.30,1.48,-,-58.20%,1.43 - 4.99,-8.13%,-,-,-16.70%,-95.40%,-61.52%,1.02,-,3.40,-,82.40%,34.27%,0.26,71,3.40,24.40%,-,44.26,9.67% 14.09%,Yes,0.00,-109.80%,-,0.55,1.90,Yes,0.00,Feb 25 BMO,-,456.29K,1.92,1.50,0.95%,-24.70%,-19.91%,"252,341",1.05%
 SBBX,2020-04-10 10:28:03.396212,-,7.64,2.40,6.90%,10.07M,10.60%,184.89M,6.88,2.67,0.60%,8.00M,2.57%,22.50M,0.76,0.65,44.40%,0.88%,-25.31%,82.30M,2.25,91.80%,0.13%,1.83,-16.05%,21.51,0.85,8.86%,1.20%,22.25,-17.78%,5.60,3.28,10.00%,11.60%,10.96 - 25.24,-26.32%,0.34,8.80,33.50%,18.50%,-27.24%,0.98,1.85%,-,31.00%,-,67.52%,1.58,230,-,35.70%,68.70%,54.03,6.14% 11.42%,No,0.34,96.90%,27.40%,2.87,17.26,Yes,0.34,Apr 30 BMO,13.30%,38.19K,18.36,2.20,17.27%,-8.54%,-17.77%,"109,444",6.37%
 SBCF,2020-04-10 10:28:21.466376,-,10.85,1.90,2.00%,57.42M,13.01%,1.18B,10.53,1.96,-2.28%,50.16M,1.63%,98.70M,1.21,0.38,93.40%,3.25%,-32.38%,289.80M,4.08,37.00%,0.07%,5.56,-14.95%,19.13,1.08,11.08%,1.40%,24.54,-24.69%,2.23,9.22,9.00%,10.50%,13.30 - 31.42,-32.65%,-,10.26,56.00%,19.20%,-34.47%,1.23,-,-,29.30%,-,54.81%,1.72,867,-,3.10%,80.30%,53.77,7.88% 10.35%,Yes,0.07,67.50%,34.10%,1.01,19.05,Yes,0.07,Apr 28 AMC,0.00%,293.12K,20.59,2.70,17.59%,-9.67%,-20.79%,"296,384",8.08%
 SBFG,2020-04-10 10:28:39.319275,-,10.02,1.42,2.80%,7.55M,21.17%,107.59M,8.19,1.74,2.10%,7.13M,-15.48%,11.00M,-,0.30,45.50%,0.04%,-24.88%,44.40M,2.42,0.60%,-0.03%,0.28,-12.74%,21.11,0.68,11.54%,1.10%,23.00,-20.48%,4.58,3.11,-,8.90%,9.02 - 20.49,-27.63%,0.38,7.42,5.50%,21.40%,-30.45%,1.15,2.67%,-,12.70%,-,57.98%,1.46,190,-,5.70%,76.60%,54.73,13.33% 14.18%,No,0.08,17.00%,24.80%,1.82,12.95,Yes,0.08,Apr 16 AMC,21.00%,9.26K,14.25,-,18.89%,-12.27%,-16.09%,"16,869",10.04%
 SBGI,2020-04-10 10:28:57.401727,-,30.78,0.50,1.60%,96.58M,19.58%,1.49B,21.91,0.71,24.59%,63.57M,-19.70%,47.00M,19.24,0.06,91.60%,12.55%,-50.50%,4.24B,0.35,-84.80%,0.00%,3.41,-61.25%,16.34,0.95,-77.52%,0.40%,30.38,-64.61%,13.80,1.12,1.60%,3.10%,10.57 - 66.57,-53.66%,0.80,2.17,-25.30%,4.00%,-76.79%,1.46,5.18%,2.60,16.50%,51.10%,46.10%,2.29,11800,2.60,81.60%,10.80%,42.87,13.40% 17.11%,Yes,8.28,-77.50%,1.10%,0.90,15.62,Yes,8.23,Feb 26 BMO,156.40%,2.34M,15.45,2.30,2.74%,-30.81%,-58.20%,"2,115,924",-1.09%
 SBLK,2020-04-10 10:29:15.891323,-,-,-0.19,19.80%,101.67M,7.78%,577.49M,2.82,2.01,0.00%,77.51M,-22.93%,-16.20M,-,-0.01,65.10%,3.59%,-50.52%,821.40M,0.70,-122.90%,7.30%,4.18,-48.36%,16.12,0.35,78.07%,-0.50%,11.37,-28.10%,1.16,4.90,-,-1.10%,4.76 - 12.09,-51.91%,0.20,6.53,29.60%,2.20%,-53.02%,1.46,3.52%,0.70,41.00%,46.10%,19.33%,0.64,183,0.90,18.70%,8.50%,43.39,9.16% 12.53%,Yes,1.02,94.10%,-2.00%,0.61,5.48,Yes,0.89,Feb 19 AMC,-,664.64K,5.68,1.90,-0.19%,-21.64%,-41.18%,"406,559",3.65%
 SBNY,2020-04-10 10:29:44.740917,-,8.10,11.13,2.30%,54.69M,22.26%,4.93B,7.77,11.61,0.00%,51.87M,-10.54%,606.40M,0.68,2.62,95.90%,2.72%,-34.59%,1.84B,2.68,30.30%,-0.16%,2.53,-22.11%,88.27,1.02,7.84%,1.20%,133.41,-30.89%,20.40,4.42,12.00%,13.20%,68.98 - 148.64,-33.95%,2.24,5.14,14.10%,20.80%,-39.30%,1.65,2.48%,-,17.70%,-,30.81%,8.59,1393,-,0.40%,69.50%,48.69,6.95% 10.65%,Yes,0.05,-7.80%,32.90%,2.02,81.46,Yes,0.05,Apr 15 BMO,20.10%,557.11K,90.23,2.10,9.05%,-21.10%,-26.24%,"1,124,288",10.77%
 SBPH,2020-04-10 10:30:04.344734,-,-,-1.46,5.10%,15.45M,35.99%,18.85M,-,-1.10,-3.67%,12.72M,5.17%,-24.10M,-,-0.26,30.40%,0.28%,-19.74%,-,-,7.90%,31.87%,0.17,-60.39%,2.16,0.56,43.00%,-37.80%,1.73,-87.71%,3.52,0.35,-,-54.30%,0.80 - 10.50,-22.78%,-,-,-1.30%,-,-88.38%,0.68,-,10.70,-,-,52.50%,0.13,30,10.70,-,-,63.39,14.85% 14.80%,No,0.54,-36.90%,-,1.67,1.02,Yes,0.54,May 15 AMC,-,209.10K,1.22,2.70,28.86%,8.92%,-57.06%,"349,659",19.61%
 SBRA,2020-04-10 10:30:23.673187,-,38.32,0.35,0.80%,203.90M,48.71%,2.70B,16.38,0.81,-5.78%,202.89M,-0.90%,69.00M,6.39,0.21,89.60%,2.62%,-37.73%,594.80M,4.53,-75.70%,-0.01%,1.73,-41.24%,17.62,0.75,5.22%,1.10%,17.46,-32.14%,0.19,68.94,6.00%,2.10%,5.55 - 24.95,-38.05%,1.20,-,-14.10%,1.20%,-47.02%,1.37,9.08%,-,26.50%,85.50%,138.41%,1.53,34,-,11.90%,12.60%,53.73,9.44% 15.91%,Yes,0.69,284.10%,11.60%,1.06,12.44,Yes,0.69,Feb 24 BMO,517.00%,3.07M,13.22,2.90,36.16%,-18.67%,-35.19%,"3,246,862",6.27%
 SBSI,2020-04-10 10:30:44.244073,-,14.29,2.20,1.40%,35.39M,8.94%,1.11B,15.79,1.99,0.18%,31.63M,12.98%,74.60M,7.14,0.48,55.90%,7.87%,-14.96%,240.80M,4.62,5.30%,0.02%,15.97,-5.85%,23.81,1.32,7.91%,1.20%,32.00,-7.45%,4.54,6.92,2.00%,9.40%,23.74 - 37.89,-15.37%,1.24,50.10,18.00%,15.70%,-17.05%,0.68,3.95%,-,14.20%,-,32.39%,2.25,845,-,4.30%,68.40%,54.25,5.31% 8.97%,Yes,0.20,1.90%,31.00%,1.09,29.40,Yes,0.20,May 01 BMO,55.70%,155.84K,31.43,3.00,10.53%,-2.06%,-7.27%,"170,616",6.90%
 SBUX,2020-04-10 10:31:13.096223,S&P 500,24.13,3.06,0.20%,1.21B,13.66%,89.39B,23.09,3.20,-2.02%,1.17B,8.17%,3.72B,2.36,0.43,70.50%,1.67%,-18.39%,26.97B,3.31,-13.00%,-0.20%,1.46,-13.94%,-5.73,-,29.03%,17.40%,80.68,-2.12%,2.57,28.75,10.24%,-66.70%,50.02 - 99.72,-15.97%,1.64,95.53,16.60%,77.60%,-25.91%,0.72,2.22%,0.50,10.00%,28.30%,47.70%,5.36,346000,0.70,7.00%,18.20%,55.77,5.86% 8.45%,Yes,-,22.50%,13.80%,1.47,71.57,Yes,-,Apr 28 AMC,48.20%,13.34M,73.88,2.50,15.33%,-2.31%,-13.79%,"19,632,819",3.23%
 SCHL,2020-04-10 10:31:32.283982,-,-,-0.43,2.30%,33.71M,15.76%,982.98M,83.31,0.35,-0.18%,27.41M,-1.19%,-12.90M,-,-0.93,86.10%,2.66%,-21.38%,1.67B,0.59,-518.60%,-0.15%,3.29,-19.22%,34.72,0.84,119.40%,-0.70%,30.00,-28.56%,7.83,3.73,9.10%,-1.00%,20.01 - 45.80,-24.16%,0.60,19.05,1.30%,1.10%,-36.33%,0.97,2.06%,1.00,1.20%,52.20%,45.73%,2.32,8900,1.50,3.70%,-0.60%,54.73,6.53% 11.37%,Yes,0.02,-251.60%,-0.80%,0.62,28.34,Yes,0.01,Mar 19 AMC,-,221.81K,29.16,-,13.70%,-3.81%,-16.26%,"137,792",2.89%
 SCHN,2020-04-10 10:31:50.710380,-,13.28,1.18,5.50%,29.13M,22.68%,455.30M,19.71,0.79,-4.06%,25.60M,13.67%,33.30M,1.33,0.08,90.70%,4.11%,-25.96%,1.97B,0.23,-51.90%,0.67%,3.53,-19.47%,24.55,0.64,217.20%,2.10%,13.00,-39.77%,0.35,44.20,10.00%,3.50%,10.09 - 27.47,-27.91%,0.75,16.93,44.00%,8.30%,-43.10%,1.37,4.80%,1.10,-3.40%,12.20%,54.91%,1.45,3363,2.10,-7.20%,2.10%,58.83,10.96% 11.98%,Yes,0.21,-70.20%,1.20%,1.44,13.94,Yes,0.21,Apr 02 BMO,85.50%,298.20K,15.63,3.30,24.59%,4.19%,-24.22%,"428,969",12.12%
 SCKT,2020-04-10 10:32:08.001823,-,23.92,0.05,20.50%,6.15M,3.32%,6.77M,-,-,0.85%,5.00M,-11.99%,0.30M,-,-,7.10%,0.27%,-34.13%,19.30M,0.35,149.30%,-,0.78,-51.54%,2.21,0.50,-,1.50%,6.00,-47.11%,0.16,6.77,-,2.20%,0.76 - 2.80,-31.67%,-,22.55,-10.90%,2.60%,-60.71%,1.06,-,0.80,2.50%,52.50%,44.75%,0.10,56,1.40,12.20%,3.40%,42.40,3.22% 13.13%,No,0.14,135.80%,1.50%,1.28,1.09,Yes,0.00,May 13 AMC,0.00%,17.56K,1.10,-,3.05%,-20.41%,-42.28%,"22,506",0.93%
 SCON,2020-04-10 10:32:26.504936,-,-,-1.82,0.02%,23.24M,-3.02%,4.18M,-,-,0.00%,23.24M,-5.31%,-9.20M,-,-,5.50%,0.85%,-26.50%,0.50M,8.37,69.40%,0.24%,0.08,-17.05%,0.09,2.00,-,-246.00%,9.00,-88.82%,0.03,5.98,-,-363.40%,0.12 - 1.86,-1.59%,-,-,58.20%,-619.20%,-90.32%,0.50,-,1.20,-2.90%,-,47.54%,0.04,26,1.40,-,-,48.23,8.03% 19.39%,No,0.00,83.20%,-,0.33,0.19,Yes,0.00,Mar 26 BMO,-,2.52M,0.18,-,5.44%,-9.89%,-55.98%,"834,137",-3.23%
 SCOR,2020-04-10 10:32:48.744007,-,-,-5.54,1.60%,73.24M,19.40%,202.87M,-,-0.69,48.76%,57.33M,3.36%,-339.00M,-,-0.29,78.90%,8.45%,-46.93%,388.60M,0.52,-93.10%,1.09%,7.93,28.24%,3.72,0.74,27.40%,-43.30%,5.30,-78.85%,0.64,4.35,20.00%,-102.10%,1.43 - 13.50,-43.93%,-,-,-57.21%,-67.30%,-79.48%,0.95,-,0.80,3.40%,49.60%,93.71%,0.45,1300,0.80,-12.90%,-79.90%,51.16,12.16% 23.24%,Yes,0.78,32.00%,-87.20%,0.60,2.56,Yes,0.77,Feb 27 AMC,-,610.95K,2.77,2.60,12.03%,-12.29%,-17.83%,"368,877",8.20%
 SCPH,2020-04-10 10:33:07.310410,-,-,-1.77,10.97%,19.68M,15.34%,174.56M,-,-1.75,14.72%,19.68M,14.16%,-33.00M,-,-0.54,59.90%,0.03%,51.62%,-,-,-11.80%,10.02%,0.08,69.60%,2.75,3.23,11.60%,-39.40%,10.50,222.55%,3.69,2.40,-,-54.30%,2.44 - 10.95,56.71%,-,-,-,-,-19.00%,-,-,14.40,-,-,263.52%,1.03,15,14.40,-,-,58.64,10.01% 17.46%,No,0.00,-111.00%,-,0.26,8.78,Yes,0.37,Apr 02 BMO,-,82.78K,8.87,2.00,21.61%,12.59%,47.91%,"21,353",1.03%
 SCPL,2020-04-10 10:33:18.300143,-,17.42,0.49,0.20%,124.12M,-8.01%,1.06B,8.47,1.00,6.43%,22.59M,-9.09%,32.40M,1.16,0.23,99.70%,2.46%,-29.52%,465.80M,2.26,362.60%,1.00%,3.09,-12.73%,2.38,3.57,1.83%,9.90%,12.74,-,0.89,9.54,15.00%,41.80%,5.82 - 18.75,-30.84%,-,12.53,-,175.60%,-54.67%,-,-,5.00,-,66.00%,46.05%,0.89,501,5.00,-0.70%,22.30%,45.57,9.19% 13.40%,Yes,0.00,31.00%,7.00%,1.57,8.89,Yes,0.00,Feb 18 AMC,0.00%,179.50K,8.50,2.20,1.18%,-8.35%,-19.69%,"281,815",-4.39%
 SCSC,2020-04-10 10:33:44.051837,-,13.19,1.77,0.80%,26.16M,12.90%,611.36M,8.03,2.91,3.82%,24.84M,6.71%,45.40M,0.94,0.47,98.80%,2.06%,-34.97%,3.85B,0.16,37.40%,0.05%,3.39,-20.40%,36.70,0.64,14.25%,2.20%,31.50,-39.24%,1.61,14.56,14.00%,5.10%,13.78 - 39.14,-36.75%,-,4.41,-5.10%,5.40%,-40.29%,1.23,-,1.00,5.90%,11.60%,69.59%,2.13,2700,1.80,-5.40%,2.00%,54.00,8.25% 11.84%,Yes,0.39,-42.20%,1.20%,1.24,22.13,Yes,0.38,May 05 AMC,0.00%,151.03K,23.37,2.00,21.63%,-9.33%,-24.99%,"187,578",5.60%
 SCVL,2020-04-10 10:34:04.118624,-,7.81,2.90,28.40%,15.41M,38.47%,348.88M,7.21,3.14,-0.04%,8.59M,-8.23%,42.90M,0.78,-0.40,95.70%,42.83%,-39.79%,1.04B,0.34,19.40%,0.36%,16.82,-28.45%,21.13,1.07,98.61%,6.60%,26.50,-32.52%,4.02,5.64,10.00%,14.40%,12.56 - 40.00,-39.27%,0.34,8.17,18.20%,14.20%,-43.40%,1.29,1.50%,0.60,2.00%,30.10%,80.25%,3.04,2200,2.70,2.20%,5.20%,51.31,16.65% 17.40%,Yes,0.00,175.90%,4.10%,1.13,21.47,Yes,0.00,Mar 25 AMC,11.30%,218.81K,22.64,1.20,18.59%,-17.92%,-27.01%,"246,178",5.45%
 SCWX,2020-04-10 10:34:24.141553,-,-,-0.39,10.80%,87.06M,9.54%,1.05B,354.71,0.03,0.00%,7.80M,8.84%,-31.70M,-,-0.05,84.00%,20.32%,-23.96%,552.80M,1.90,18.00%,0.13%,10.64,-1.71%,8.27,1.46,142.90%,-3.10%,12.72,-32.93%,2.09,5.78,-,-4.70%,5.29 - 19.78,-27.61%,-,15.86,3.60%,-4.90%,-39.03%,1.29,-,1.10,16.10%,54.30%,127.98%,1.73,2663,1.10,8.60%,-9.50%,51.50,12.91% 20.78%,Yes,0.00,55.60%,-5.70%,0.68,11.71,Yes,0.00,Mar 27 BMO,-,148.96K,12.06,3.30,12.67%,-7.99%,-7.86%,"101,229",2.99%
 SCYX,2020-04-10 10:34:43.965310,-,-,-0.98,0.70%,92.59M,10.22%,78.58M,-,-0.36,34.62%,90.78M,8.78%,-53.70M,-,-0.15,48.00%,2.41%,-15.55%,0.10M,785.81,-237.10%,0.00%,2.82,-16.79%,0.20,4.24,21.70%,-121.30%,5.07,-53.37%,0.52,1.62,-,-527.00%,0.50 - 1.90,-6.74%,-,-,5.60%,-204.80%,-55.33%,1.79,-,4.80,-37.40%,-,69.74%,0.08,27,4.80,-100.00%,-,55.66,8.21% 12.31%,Yes,0.00,-641.50%,-,0.80,0.87,Yes,0.89,Mar 19 BMO,-,774.06K,0.85,1.70,17.04%,-0.85%,-17.14%,"615,398",-2.45%
